Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
tig00000001_polypolish	cds	2941871	2942275	+	NHFMJM_13470	flgC	Flagellar basal-body rod protein FlgC	COG:COG1558, COG:N, RefSeq:WP_003059205.1, SO:0001217, UniParc:UPI0000E7BFA2, UniRef:UniRef100_A0A096EA74, UniRef:UniRef50_A0A523Q8A7, UniRef:UniRef90_A0A096EA74
tig00000001_polypolish	cds	2942292	2942954	+	NHFMJM_13475	flgD	Basal-body rod modification protein FlgD	COG:COG1843, COG:N, SO:0001217, UniRef:UniRef50_A0A0W7Z546, UniRef:UniRef90_A0A0E3BL26
tig00000001_polypolish	cds	2942969	2944237	+	NHFMJM_13480	flgE	Flagellar hook protein FlgE	COG:COG1749, COG:N, SO:0001217, UniRef:UniRef50_F3KXY5, UniRef:UniRef90_A0A1Y1JBC7
tig00000001_polypolish	cds	2944307	2945047	+	NHFMJM_13485	flgF	Flagellar basal body protein	COG:COG4787, COG:N, RefSeq:WP_182285477.1, SO:0001217, UniParc:UPI0015FBF236, UniRef:UniRef100_UPI0015FBF236, UniRef:UniRef50_A0A521NH10, UniRef:UniRef90_A0A072T6Z9
tig00000001_polypolish	cds	2945066	2945848	+	NHFMJM_13490	flgG	Flagellar basal-body rod protein FlgG	COG:COG4786, COG:N, SO:0001217, UniRef:UniRef50_Q89AH7, UniRef:UniRef90_A0A373FGG2
tig00000001_polypolish	cds	2946019	2946726	+	NHFMJM_13495	flgH	Flagellar L-ring protein	COG:COG2063, COG:N, SO:0001217, UniRef:UniRef50_A0A2R7MPB9, UniRef:UniRef90_A0A096EA77
tig00000001_polypolish	cds	2946747	2947895	+	NHFMJM_13500	flgI	Flagellar P-ring protein	COG:COG1706, COG:N, SO:0001217, UniRef:UniRef50_Q21S32, UniRef:UniRef90_A0A2G6YV90
tig00000001_polypolish	cds	2947892	2948920	+	NHFMJM_13505	flgJ1	flagellar assembly peptidoglycan hydrolase FlgJ	COG:COG3951, COG:N, SO:0001217, UniRef:UniRef50_A0A2R3QDF8, UniRef:UniRef90_UPI0007C4BA25
tig00000001_polypolish	cds	2948917	2950863	+	NHFMJM_13510	flgK	Flagellar hook-associated protein 1	COG:COG1256, COG:N, SO:0001217, UniRef:UniRef50_A0A398C8U9, UniRef:UniRef90_A0A5D9ASG7
tig00000001_polypolish	cds	2950887	2952101	+	NHFMJM_13515	flgL	Flagellar hook-associated protein 3	COG:COG1344, COG:N, RefSeq:WP_003077974.1, SO:0001217, UniParc:UPI000246546C, UniRef:UniRef100_UPI000246546C, UniRef:UniRef50_A0A6N1X512, UniRef:UniRef90_A0A096EQW8
tig00000001_polypolish	cds	2952157	2953425	+	NHFMJM_13520	yuxH	HDOD domain-containing protein	COG:COG3434, COG:T, SO:0001217, UniRef:UniRef50_A0A1B2D791, UniRef:UniRef90_A0A5A7M9W1
tig00000001_polypolish	cds	2953611	2954792	+	NHFMJM_13525	flhB	Flagellar biosynthetic protein FlhB	COG:COG1377, COG:N, SO:0001217, UniRef:UniRef50_A0A6P1IHQ8, UniRef:UniRef90_D0IYF3
tig00000001_polypolish	cds	2954792	2956894	+	NHFMJM_13530	flhA	Flagellar biosynthesis protein FlhA	COG:COG1298, COG:N, SO:0001217, UniRef:UniRef50_A0A2A5D1G5, UniRef:UniRef90_A0A5N7WH62
tig00000001_polypolish	cds	2956891	2958504	+	NHFMJM_13535	flhF	Flagella-associated GTP-binding protein	COG:COG1419, COG:N, SO:0001217, UniRef:UniRef50_A0A1I1CSZ7, UniRef:UniRef90_A0A5N7WKB6
tig00000001_polypolish	cds	2958497	2959354	+	NHFMJM_13540		hypothetical protein	SO:0001217, UniRef:UniRef50_D0IYF6, UniRef:UniRef90_D0IYF6
tig00000001_polypolish	cds	2959360	2960079	+	NHFMJM_13545	fliA	RNA polymerase sigma factor FliA	COG:COG1191, COG:K, SO:0001217, UniRef:UniRef50_B2AI71, UniRef:UniRef90_A0A0L7N869
tig00000001_polypolish	cds	2960333	2960632	-	NHFMJM_13550		Flagellar export protein FliJ	RefSeq:WP_003059178.1, SO:0001217, UniParc:UPI0000E7BFBF, UniRef:UniRef100_A0A096EJR3, UniRef:UniRef50_A0A1J5Q2R1, UniRef:UniRef90_A0A096EJR3
tig00000001_polypolish	cds	2960636	2961049	-	NHFMJM_13555	fliS	Flagellar secretion chaperone FliS	COG:COG1516, COG:NU, RefSeq:WP_053281771.1, SO:0001217, UniParc:UPI0006A47C8D, UniRef:UniRef100_A0A0L7N7A8, UniRef:UniRef50_A0A1D8J6J2, UniRef:UniRef90_A0A096F0K8
tig00000001_polypolish	cds	2961143	2962558	-	NHFMJM_13560		Flagellar hook-associated protein 2	SO:0001217, UniRef:UniRef50_A0A240U6H3, UniRef:UniRef90_A0A5D9ASJ9
tig00000001_polypolish	cds	2962715	2963947	-	NHFMJM_13565		Flagellin	SO:0001217, UniRef:UniRef50_B2FQU5, UniRef:UniRef90_A0A0E3BJA9
tig00000001_polypolish	cds	2964244	2965647	-	NHFMJM_13570		Flagellin	SO:0001217, UniRef:UniRef50_A0A1M5TZM8, UniRef:UniRef90_A0A0E3BPI2
tig00000001_polypolish	cds	2966033	2966893	+	NHFMJM_13575	motA	Flagellar motor stator protein MotA	COG:COG1291, COG:N, SO:0001217, UniRef:UniRef50_A0A554WB28, UniRef:UniRef90_A0A373FGX4
tig00000001_polypolish	cds	2966936	2968003	+	NHFMJM_13580	motB	Flagellar motor rotation protein MotB	COG:COG1360, COG:N, SO:0001217, UniRef:UniRef50_A0A0G3BSK8, UniRef:UniRef90_A0A1Y1JAI8
tig00000001_polypolish	cds	2968069	2968455	+	NHFMJM_13585	cheY	Chemotaxis protein CheY	COG:COG0784, COG:T, RefSeq:WP_003059161.1, SO:0001217, UniParc:UPI0000E7C015, UniRef:UniRef100_B7WXZ4, UniRef:UniRef50_A0A060NLH7, UniRef:UniRef90_A0A5D9ASU0
tig00000001_polypolish	cds	2968459	2969076	+	NHFMJM_13590	cheZ	Protein phosphatase CheZ	COG:COG3143, COG:NT, SO:0001217, UniRef:UniRef50_A0A060NN79, UniRef:UniRef90_A0A5N7WH30
tig00000001_polypolish	cds	2969263	2969571	-	NHFMJM_13595	fliE	Flagellar hook-basal body complex protein FliE	COG:COG1677, COG:N, RefSeq:WP_003065477.1, SO:0001217, UniParc:UPI0001BB0D1B, UniRef:UniRef100_A0A0L7N859, UniRef:UniRef50_A0A317R8N8, UniRef:UniRef90_B7WXZ2
tig00000001_polypolish	cds	2969745	2971451	+	NHFMJM_13600	fliF	Flagellar M-ring protein	COG:COG1766, COG:NU, SO:0001217, UniRef:UniRef50_A0A5C1Q4K6, UniRef:UniRef90_A0A5D9AW40
tig00000001_polypolish	cds	2971587	2972582	+	NHFMJM_13605	fliG	Flagellar motor switch protein FliG	COG:COG1536, COG:N, SO:0001217, UniRef:UniRef50_A0A3N9Q589, UniRef:UniRef90_A0A072TI10
tig00000001_polypolish	cds	2972575	2973402	+	NHFMJM_13610		Flagellar assembly protein FliH	SO:0001217, UniRef:UniRef50_A0A1I7K715
tig00000001_polypolish	cds	2973399	2974787	+	NHFMJM_13615	fliI	H(+)-transporting two-sector ATPase	COG:COG1157, COG:NU, SO:0001217, UniRef:UniRef50_A0A3A6P616, UniRef:UniRef90_A0A5N7WKD7
tig00000001_polypolish	cds	2974821	2975285	+	NHFMJM_13620	fliJ	Flagellar FliJ protein	SO:0001217, UniRef:UniRef50_A0A3G2FS65, UniRef:UniRef90_A0A0K6IDJ6
tig00000001_polypolish	cds	2975288	2976604	+	NHFMJM_13625		Flg-hook domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5A7M9X3
tig00000001_polypolish	cds	2976794	2977348	+	NHFMJM_13630	fliL	Flagellar protein FliL	COG:COG1580, COG:N, SO:0001217, UniRef:UniRef50_A0A4V1TUK1, UniRef:UniRef90_B7WXY5
tig00000001_polypolish	cds	2977364	2978368	+	NHFMJM_13635	fliM	Flagellar motor switch protein FliM	COG:COG1868, COG:N, SO:0001217, UniRef:UniRef50_A0A0A8K7L9, UniRef:UniRef90_A0A072TI18
tig00000001_polypolish	cds	2978358	2978792	+	NHFMJM_13640	fliN	Flagellar motor switch protein FliN	COG:COG1886, COG:NU, RefSeq:WP_003077935.1, SO:0001217, UniParc:UPI0002465350, UniRef:UniRef100_A0A096GVK8, UniRef:UniRef50_A0A089PL22, UniRef:UniRef90_A0A373FI97
tig00000001_polypolish	cds	2978785	2979216	+	NHFMJM_13645	fliO	Flagellar biogenesis protein FliO	COG:COG3190, COG:N, SO:0001217, UniRef:UniRef50_A0A1G7D927, UniRef:UniRef90_A0A5A7MAE3
tig00000001_polypolish	cds	2979209	2979958	+	NHFMJM_13650	fliP	Flagellar biosynthetic protein FliP	COG:COG1338, COG:N, SO:0001217, UniRef:UniRef50_P0AC06, UniRef:UniRef90_B7WX86
tig00000001_polypolish	cds	2980112	2980381	+	NHFMJM_13655	fliQ	Flagellar biosynthetic protein FliQ	COG:COG1987, COG:N, SO:0001217, UniRef:UniRef50_A0A0D6HEX9, UniRef:UniRef90_A0A096CL89
tig00000001_polypolish	cds	2980378	2981142	+	NHFMJM_13660	fliR	Flagellar biosynthetic protein FliR	COG:COG1684, COG:N, SO:0001217, UniRef:UniRef50_A0A4R2N1Y8, UniRef:UniRef90_B7WX84
tig00000001_polypolish	cds	2981282	2981920	-	NHFMJM_13665	citB	Two component transcriptional regulator, LuxR	COG:COG2197, COG:TK, SO:0001217, UniRef:UniRef50_A0A4P6X595, UniRef:UniRef90_D0IYI1
tig00000001_polypolish	cds	2981976	2983097	-	NHFMJM_13670	comP	Response regulator	COG:COG4585, COG:T, SO:0001217, UniRef:UniRef50_A0A1V0BCA8, UniRef:UniRef90_D0IYI2
tig00000001_polypolish	cds	2983211	2983660	+	NHFMJM_13675		hypothetical protein	RefSeq:WP_003065446.1, SO:0001217, UniParc:UPI0001BB0D4B, UniRef:UniRef100_A0A096DZ86, UniRef:UniRef50_F3KWM2, UniRef:UniRef90_B7WX81
tig00000001_polypolish	cds	2983703	2984065	+	NHFMJM_13680	ompR	Fis family transcriptional regulator	COG:COG0745, COG:TK, SO:0001217, UniRef:UniRef50_A4WXR8, UniRef:UniRef90_A0A072T7T8
tig00000001_polypolish	cds	2984098	2986287	+	NHFMJM_13685	cheA	Histidine kinase	COG:COG0643, COG:T, SO:0001217, UniRef:UniRef50_U5N910, UniRef:UniRef90_B7WX79
tig00000001_polypolish	cds	2986322	2986810	+	NHFMJM_13690	cheW	Chemotaxis protein CheW	COG:COG0835, COG:T, RefSeq:WP_003077929.1, SO:0001217, UniParc:UPI0001BB0D4E, UniRef:UniRef100_A0A0K6IDB4, UniRef:UniRef50_A0A031GG03, UniRef:UniRef90_A0A072T6I9
tig00000001_polypolish	cds	2986828	2987742	+	NHFMJM_13695	cheR	Chemotaxis protein methyltransferase	COG:COG1352, COG:T, SO:0001217, UniRef:UniRef50_F0Q6U9, UniRef:UniRef90_A0A5A7MAC8
tig00000001_polypolish	cds	2987767	2988498	+	NHFMJM_13700	cheD	putative chemoreceptor glutamine deamidase CheD	COG:COG1871, COG:T, RefSeq:WP_012836880.1, SO:0001217, UniParc:UPI0001BB0D50, UniRef:UniRef100_A0A7M1L3S0, UniRef:UniRef50_Q221I2, UniRef:UniRef90_A0A1Y1J7H0
tig00000001_polypolish	cds	2988512	2989627	+	NHFMJM_13705	cheB	Protein-glutamate methylesterase/protein-glutamine glutaminase	COG:COG2201, COG:T, SO:0001217, UniRef:UniRef50_P07330, UniRef:UniRef90_A0A5A7MCC3
tig00000001_polypolish	cds	2989740	2991653	-	NHFMJM_13710	uup	ATP-binding protein Uup	COG:COG0488, COG:R, SO:0001217, UniRef:UniRef50_A0A4Q3G3C5, UniRef:UniRef90_A0A373FGK5
tig00000001_polypolish	rRNA	2992095	2993627	+	NHFMJM_13715	16S_rrna	16S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF00177, SO:0001000
tig00000001_polypolish	tRNA	2993718	2993794	+	NHFMJM_13720	Ile_trna	tRNA-Ile	SO:0000263
tig00000001_polypolish	tRNA	2993823	2993898	+	NHFMJM_13725	Ala_trna	tRNA-Ala	SO:0000254
tig00000001_polypolish	rRNA	2994319	2997196	+	NHFMJM_13730	23S_rrna	23S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF02541, SO:0001001
tig00000001_polypolish	rRNA	2997363	2997475	+	NHFMJM_13735	5S_rrna	5S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF00001, SO:0000652
tig00000001_polypolish	rRNA	2997826	2999358	+	NHFMJM_13740	16S_rrna	16S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF00177, SO:0001000
tig00000001_polypolish	tRNA	2999449	2999525	+	NHFMJM_13745	Ile_trna	tRNA-Ile	SO:0000263
tig00000001_polypolish	tRNA	2999554	2999629	+	NHFMJM_13750	Ala_trna	tRNA-Ala	SO:0000254
tig00000001_polypolish	rRNA	3000050	3002927	+	NHFMJM_13755	23S_rrna	23S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF02541, SO:0001001
tig00000001_polypolish	rRNA	3003094	3003206	+	NHFMJM_13760	5S_rrna	5S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF00001, SO:0000652
tig00000001_polypolish	rRNA	3003558	3005090	+	NHFMJM_13765	16S_rrna	16S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF00177, SO:0001000
tig00000001_polypolish	tRNA	3005183	3005259	+	NHFMJM_13770	Ile_trna	tRNA-Ile	SO:0000263
tig00000001_polypolish	tRNA	3005288	3005363	+	NHFMJM_13775	Ala_trna	tRNA-Ala	SO:0000254
tig00000001_polypolish	rRNA	3005784	3008661	+	NHFMJM_13780	23S_rrna	23S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF02541, SO:0001001
tig00000001_polypolish	rRNA	3008827	3008939	+	NHFMJM_13785	5S_rrna	5S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF00001, SO:0000652
tig00000001_polypolish	cds	3009116	3009883	-	NHFMJM_13790	yafJ	Class II glutamine amidotransferase	COG:COG0121, COG:R, SO:0001217, UniRef:UniRef50_A0A1E7X5H1, UniRef:UniRef90_A0A1Y1IYJ9
tig00000001_polypolish	cds	3010041	3010229	-	NHFMJM_13795	pptA	Tautomerase	COG:COG1942, COG:Q, RefSeq:WP_003060524.1, SO:0001217, UniParc:UPI0000E79B62, UniRef:UniRef100_A0A0K6HN79, UniRef:UniRef50_C3XC02, UniRef:UniRef90_A0A0K6HN79
tig00000001_polypolish	cds	3010331	3010519	-	NHFMJM_13800	pptA	4-oxalocrotonate tautomerase	COG:COG1942, COG:Q, RefSeq:WP_003060526.1, SO:0001217, UniParc:UPI0000E79C59, UniRef:UniRef100_A0A096DJ98, UniRef:UniRef50_Q8Y183, UniRef:UniRef90_A0A096DJ98
tig00000001_polypolish	cds	3010574	3010837	-	NHFMJM_13805		Cysteine-rich CWC	SO:0001217, UniRef:UniRef50_A0A0A1VF84, UniRef:UniRef90_A0A076PRM5
tig00000001_polypolish	cds	3010984	3013176	-	NHFMJM_13810	glcB	Malate synthase G	COG:C, COG:COG2225, SO:0001217, UniRef:UniRef50_Q8UJ85, UniRef:UniRef90_A0A373FFJ6
tig00000001_polypolish	cds	3013670	3014029	+	NHFMJM_13815		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0M0NBI4, UniRef:UniRef90_A0A2G6ZLN9
tig00000001_polypolish	cds	3014094	3014780	-	NHFMJM_13820	ompR	Phosphate regulon transcriptional regulatory protein PhoB	COG:COG0745, COG:TK, SO:0001217, UniRef:UniRef50_A0A1Y1IT75, UniRef:UniRef90_A0A1Y1IT75
tig00000001_polypolish	cds	3014793	3015992	-	NHFMJM_13825	kdpD	Histidine kinase	COG:COG2205, COG:T, SO:0001217, UniRef:UniRef50_A0A1Y1ISQ2, UniRef:UniRef90_A0A1Y1ISQ2
tig00000001_polypolish	cds	3016381	3017316	+	NHFMJM_13830	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_034355246.1, SO:0001217, UniParc:UPI0005104E09, UniRef:UniRef100_A0A0K6HN64, UniRef:UniRef50_B1GAN4, UniRef:UniRef90_A0A0K6HN64
tig00000001_polypolish	cds	3017401	3017847	+	NHFMJM_13835		putative membrane protein	COG:COG3556, COG:S, SO:0001217, UniRef:UniRef50_A0A1Y1IYK7, UniRef:UniRef90_A0A1Y1IYK7
tig00000001_polypolish	cds	3017912	3018013	-	NHFMJM_13840		hypothetical protein	
tig00000001_polypolish	cds	3018423	3020132	+	NHFMJM_13845	argS	Arginine--tRNA ligase	COG:COG0018, COG:J, SO:0001217, UniRef:UniRef50_Q74C63, UniRef:UniRef90_A0A1Y1IW58
tig00000001_polypolish	cds	3020233	3020928	+	NHFMJM_13850	ftsN	Sporulation protein	COG:COG3087, COG:D, SO:0001217, UniRef:UniRef50_A0A1Y1ISV6, UniRef:UniRef90_A0A5N7WIB5
tig00000001_polypolish	cds	3021041	3021691	+	NHFMJM_13855	dsbG	Thiol:disulfide interchange protein	COG:COG1651, COG:O, SO:0001217, UniRef:UniRef50_U5N6B8, UniRef:UniRef90_A0A1Y1IWQ5
tig00000001_polypolish	cds	3021798	3022478	+	NHFMJM_13860	lptA	Lipopolysaccharide export system protein LptA	COG:COG1934, COG:M, SO:0001217, UniRef:UniRef50_A0A068YXJ5, UniRef:UniRef90_A0A1Y1IUY1
tig00000001_polypolish	cds	3022475	3023257	+	NHFMJM_13865	lptB	Lipopolysaccharide export system ATP-binding protein LptB	COG:COG1137, COG:M, RefSeq:WP_003060565.1, SO:0001217, UniParc:UPI0000E79AF6, UniRef:UniRef100_B7X451, UniRef:UniRef50_A0A378XEX8, UniRef:UniRef90_A0A1Y1IT64
tig00000001_polypolish	cds	3023403	3025004	+	NHFMJM_13870	rpoN	RNA polymerase sigma-54 factor	COG:COG1508, COG:K, SO:0001217, UniRef:UniRef50_T1X5G3, UniRef:UniRef90_A0A1Y1IT94
tig00000001_polypolish	cds	3025180	3026139	-	NHFMJM_13875	lpxO	Aspartyl/asparaginyl beta-hydroxylase	COG:COG3555, COG:O, SO:0001217, UniRef:UniRef50_A0A0R0Q4X2, UniRef:UniRef90_A0A1Y1IY77
tig00000001_polypolish	cds	3026234	3027466	-	NHFMJM_13880		PFL family protein	COG:COG2848, COG:D, SO:0001217, UniRef:UniRef50_W0QFL3, UniRef:UniRef90_A0A1Y1IYL9
tig00000001_polypolish	cds	3027524	3027862	-	NHFMJM_13885	csaA	tRNA-binding protein	COG:COG0073, COG:J, RefSeq:WP_053283100.1, SO:0001217, UniParc:UPI0006A3F2B0, UniRef:UniRef100_A0A0L7MI07, UniRef:UniRef50_A0A0N0D8G1, UniRef:UniRef90_A0A0L7MI07
tig00000001_polypolish	cds	3028042	3029340	+	NHFMJM_13890	rlmL	Methyltransferase	COG:COG0116, COG:J, SO:0001217, UniRef:UniRef50_A0A1Q8YJ12, UniRef:UniRef90_A0A1Y1ISW5
tig00000001_polypolish	cds	3029337	3029831	+	NHFMJM_13895		PINc domain-containing protein	COG:COG1569, COG:R, SO:0001217, UniRef:UniRef50_A0A1Y1IWR5, UniRef:UniRef90_A0A1Y1IWR5
tig00000001_polypolish	cds	3029943	3030368	-	NHFMJM_13900	fos	fosfomycin resistance glutathione transferase	SO:0001217, UniRef:UniRef50_A0A343XAV0, UniRef:UniRef90_A0A1Y1IUZ2
tig00000001_polypolish	cds	3030408	3031211	-	NHFMJM_13905		3-oxoacyl-[acyl-carrier protein] reductase	SO:0001217, UniRef:UniRef50_A0A380P9Q4, UniRef:UniRef90_A0A1Y1IT74
tig00000001_polypolish	cds	3031451	3031771	+	NHFMJM_13910	emrE	Small multidrug resistance protein	COG:COG2076, COG:V, RefSeq:WP_003080957.1, SO:0001217, UniParc:UPI0002464A97, UniRef:UniRef100_A0A370ET62, UniRef:UniRef50_A0A1Y1ITA0, UniRef:UniRef90_B7X460
tig00000001_polypolish	cds	3031793	3032455	-	NHFMJM_13915		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A370ESG1, UniRef:UniRef90_A0A370ESG1
tig00000001_polypolish	cds	3032605	3033741	+	NHFMJM_13920	aroG1	Phospho-2-dehydro-3-deoxyheptonate aldolase	COG:COG0722, COG:E, SO:0001217, UniRef:UniRef50_A0A519LRB4, UniRef:UniRef90_A0A0E3C6X1
tig00000001_polypolish	cds	3033842	3034357	-	NHFMJM_13925	rimI	Acetyltransferase	COG:COG0456, COG:J, SO:0001217, UniRef:UniRef50_A0A379IP54, UniRef:UniRef90_A0A1Y1IY84
tig00000001_polypolish	cds	3034983	3035642	-	NHFMJM_13930	ureG	Urease accessory protein UreG	COG:COG0378, COG:O, SO:0001217, UniRef:UniRef50_Q9RP19, UniRef:UniRef90_A0A0A1VN38
tig00000001_polypolish	cds	3035675	3036055	-	NHFMJM_13935	hmoA	ABM domain-containing protein	COG:COG2329, COG:H, SO:0001217, UniRef:UniRef50_A0A1Y1ISX9, UniRef:UniRef90_A0A1Y1ISX9
tig00000001_polypolish	cds	3036021	3036779	-	NHFMJM_13940	ureF	Urease accessory protein UreF	COG:COG0830, COG:O, SO:0001217, UniRef:UniRef50_A2SDI7, UniRef:UniRef90_A0A1Y1IY95
tig00000001_polypolish	cds	3036721	3037296	-	NHFMJM_13945	ureE	Urease accessory protein UreE	COG:COG2371, COG:O, SO:0001217, UniRef:UniRef50_Q21SY8, UniRef:UniRef90_A0A1Y1IYP1
tig00000001_polypolish	cds	3037335	3037871	+	NHFMJM_13950	ytfP	Uncharacterized conserved protein	COG:COG2105, COG:E, SO:0001217, UniRef:UniRef50_A0A1Y0EIH7, UniRef:UniRef90_A0A1Y1IW90
tig00000001_polypolish	cds	3037856	3039598	-	NHFMJM_13955	ureC	Urease subunit alpha	COG:COG0804, COG:E, SO:0001217, UniRef:UniRef50_P41020, UniRef:UniRef90_A0A0E3C9J6
tig00000001_polypolish	ncRNA	3039124	3039407	+	NHFMJM_13960	5_ureB_sRNA	5' ureB small RNA	RFAM:RF02514, SO:0000655
tig00000001_polypolish	cds	3039622	3040293	-	NHFMJM_13965	rhtB	Threonine/homoserine/homoserine lactone efflux protein	COG:COG1280, COG:E, SO:0001217, UniRef:UniRef50_A0A2H6A3X1, UniRef:UniRef90_A0A1Y1IWT3
tig00000001_polypolish	cds	3040300	3040623	-	NHFMJM_13970	ureB	Urease subunit beta	COG:COG0832, COG:E, SO:0001217, UniRef:UniRef50_A2BQW7, UniRef:UniRef90_A0A1Y1IV12
tig00000001_polypolish	cds	3040678	3041295	-	NHFMJM_13975	hupE	HupE-UreJ family metal transporter	COG:COG2370, COG:O, SO:0001217, UniRef:UniRef50_A0A1Y1IT93, UniRef:UniRef90_A0A1Y1IT93
tig00000001_polypolish	cds	3041360	3041662	-	NHFMJM_13980	ureA	Urease subunit gamma	COG:COG0831, COG:E, RefSeq:WP_003068240.1, SO:0001217, UniParc:UPI0001DA6B49, UniRef:UniRef100_D0IW29, UniRef:UniRef50_B7K906, UniRef:UniRef90_A0A1Y1ITB9
tig00000001_polypolish	cds	3041936	3044020	+	NHFMJM_13985	cirA	TonB-denpendent receptor	COG:COG1629, COG:P, SO:0001217, UniRef:UniRef50_A0A2A7UYJ0, UniRef:UniRef90_A0A096FAS0
tig00000001_polypolish	cds	3044036	3044767	+	NHFMJM_13990		Additional periplasmic component NikK of nickel ECF transporter	COG:COG5266, COG:R, SO:0001217, UniRef:UniRef50_A0A1Y1IYQ3, UniRef:UniRef90_A0A1Y1IYQ3
tig00000001_polypolish	cds	3044815	3045444	+	NHFMJM_13995		Transcriptional regulator, TetR family	SO:0001217, UniRef:UniRef50_A0A494YBG9, UniRef:UniRef90_B7X475
tig00000001_polypolish	cds	3045564	3045866	+	NHFMJM_14000		Vanillate O-demethylase ferredoxin subunit	SO:0001217, UniRef:UniRef50_A0A4D4JLG5, UniRef:UniRef90_A0A370ES62
tig00000001_polypolish	cds	3045876	3046463	+	NHFMJM_14005		NAD(P)H dehydrogenase (Quinone)	SO:0001217, UniRef:UniRef50_A0A1Y5REV3, UniRef:UniRef90_B7X477
tig00000001_polypolish	cds	3046474	3047769	+	NHFMJM_14010		Amidohydrolase 3	SO:0001217, UniRef:UniRef50_A0A0P0MEQ4, UniRef:UniRef90_B7X478
tig00000001_polypolish	cds	3047766	3048227	+	NHFMJM_14015		Endoribonuclease L-PSP	SO:0001217, UniRef:UniRef50_A0A060VH46, UniRef:UniRef90_B7X479
tig00000001_polypolish	cds	3048256	3049113	+	NHFMJM_14020		Creatininase	SO:0001217, UniRef:UniRef50_A0A7H4MLN1, UniRef:UniRef90_B7X480
tig00000001_polypolish	cds	3049161	3050150	+	NHFMJM_14025		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_W9BPH1, UniRef:UniRef90_A0A076PUN4
tig00000001_polypolish	cds	3050155	3050997	+	NHFMJM_14030		ABC transporter related	SO:0001217, UniRef:UniRef50_A0A1B7IN98, UniRef:UniRef90_B7X482
tig00000001_polypolish	cds	3050994	3051899	+	NHFMJM_14035		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2W5PQH8, UniRef:UniRef90_A0A0L7MJ25
tig00000001_polypolish	cds	3051991	3053379	+	NHFMJM_14040		FAD linked oxidase domain protein	SO:0001217, UniRef:UniRef50_A0A0P0MEI8, UniRef:UniRef90_B7X484
tig00000001_polypolish	cds	3053630	3054898	+	NHFMJM_14045		Urea ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_W9BP87, UniRef:UniRef90_A0A6G8C3V1
tig00000001_polypolish	cds	3055004	3056617	+	NHFMJM_14050	urtB	Urea ABC transporter	COG:COG0559, COG:E, SO:0001217, UniRef:UniRef50_A0A443VDT2, UniRef:UniRef90_A0A1Y1IWU3
tig00000001_polypolish	cds	3056783	3057991	+	NHFMJM_14055	urtC	Urea ABC transporter	COG:COG4177, COG:E, SO:0001217, UniRef:UniRef50_A0A380AFF7, UniRef:UniRef90_A0A1Y1IT99
tig00000001_polypolish	cds	3057988	3058863	+	NHFMJM_14060	urtD	Urea ABC transporter	COG:COG4674, COG:R, SO:0001217, UniRef:UniRef50_A0A105Z7Z4, UniRef:UniRef90_A0A1Y1ITC9
tig00000001_polypolish	cds	3059071	3059763	+	NHFMJM_14065	urtE	ABC transporter ATP-binding protein	COG:COG0410, COG:E, SO:0001217, UniRef:UniRef50_A0A125H2M0, UniRef:UniRef90_A0A096HD95
tig00000001_polypolish	cds	3059841	3060830	-	NHFMJM_14070	tauD	Alpha-ketoglutarate-dependent taurine dioxygenase	COG:COG2175, COG:Q, SO:0001217, UniRef:UniRef50_W0PAH7, UniRef:UniRef90_A0A1Y1IYB5
tig00000001_polypolish	cds	3060858	3061925	-	NHFMJM_14075	tctC	Putative tricarboxylic transport TctC	COG:C, COG:COG3181, SO:0001217, UniRef:UniRef50_A0A1Y1IYR3, UniRef:UniRef90_A0A1Y1IYR3
tig00000001_polypolish	cds	3062093	3062923	+	NHFMJM_14080	ureH	Urease accessory protein UreD	COG:COG0829, COG:O, SO:0001217, UniRef:UniRef50_Q21T18, UniRef:UniRef90_A0A1Y1IZW3
tig00000001_polypolish	cds	3063014	3064321	-	NHFMJM_14085		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A076PXH1, UniRef:UniRef90_A0A0L7MJ35
tig00000001_polypolish	cds	3064425	3066776	-	NHFMJM_14090	cypX	Putative cytochrome P450 hydroxylase	COG:COG2124, COG:QV, SO:0001217, UniRef:UniRef50_A0A2G1VG12, UniRef:UniRef90_A0A1Y1ISZ5
